h_geocode,C000,CA01,CA02,CA03,CE01,CE02,CE03,CNS01,CNS02,CNS03,CNS04,CNS05,CNS06,CNS07,CNS08,CNS09,CNS10,CNS11,CNS12,CNS13,CNS14,CNS15,CNS16,CNS17,CNS18,CNS19,CNS20,CR01,CR02,CR03,CR04,CR05,CR07,CT01,CT02,CD01,CD02,CD03,CD04,CS01,CS02,createdate
420010301022050,9,5,3,1,1,5,3,0,0,0,0,4,0,1,0,0,0,0,1,0,0,2,0,0,0,1,0,9,0,0,0,0,0,9,0,1,2,1,0,4,5,20130521
420010301022051,13,2,8,3,5,4,4,0,0,0,1,1,1,1,2,0,1,0,1,0,0,1,0,1,1,2,0,13,0,0,0,0,0,13,0,2,3,5,1,10,3,20130521
420010301022052,23,4,13,6,4,8,11,1,0,0,2,3,1,1,2,1,0,0,2,1,1,1,1,0,3,1,2,22,0,0,1,0,0,23,0,1,7,5,6,13,10,20130521
420010301022053,9,1,6,2,3,3,3,2,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,1,9,0,0,0,0,0,9,0,1,2,3,2,5,4,20130521
420010301022055,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,1,1,0,0,2,20130521
420010301022056,14,2,8,4,4,4,6,0,0,0,0,7,1,3,0,0,0,0,0,0,0,1,0,0,0,2,0,13,1,0,0,0,0,14,0,2,4,6,0,10,4,20130521
420010301022057,5,1,4,0,0,3,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,1,0,5,0,0,0,0,0,5,0,0,2,1,1,3,2,20130521
420010301022060,3,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,3,0,0,1,1,0,2,1,20130521
420010301022061,3,1,2,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,3,0,0,1,1,0,2,1,20130521
420010301022062,9,2,7,0,2,2,5,1,0,0,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,9,0,0,5,1,1,5,4,20130521
420010301022063,8,4,3,1,2,3,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,3,0,2,0,0,8,0,0,0,0,0,8,0,0,2,1,1,2,6,20130521
420010301022065,22,6,10,6,6,5,11,1,0,1,1,7,0,2,2,0,0,0,0,0,1,2,1,0,1,2,1,22,0,0,0,0,0,18,4,4,4,4,4,10,12,20130521
420010301022066,39,7,27,5,6,12,21,0,0,2,2,16,0,1,1,0,2,1,2,0,0,4,5,0,1,0,2,39,0,0,0,0,0,39,0,4,8,9,11,22,17,20130521
420010301022067,11,5,6,0,1,6,4,0,0,0,2,1,0,2,0,0,2,0,0,0,1,2,1,0,0,0,0,11,0,0,0,0,0,11,0,1,3,0,2,8,3,20130521
420010301022068,16,2,13,1,1,7,8,0,0,0,1,3,1,1,0,0,2,0,0,0,1,0,4,1,0,0,2,16,0,0,0,0,0,16,0,0,3,7,4,7,9,20130521
420010301022069,6,1,3,2,3,2,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,6,0,0,0,0,0,6,0,0,2,2,1,3,3,20130521
420010301022070,16,0,10,6,0,6,10,1,1,0,1,3,0,0,2,1,0,0,0,1,0,3,2,0,0,1,0,15,1,0,0,0,0,16,0,1,7,5,3,10,6,20130521
420010301022071,11,4,4,3,3,6,2,0,0,0,1,2,0,0,0,1,0,0,1,0,1,0,4,0,1,0,0,11,0,0,0,0,0,11,0,0,6,1,0,5,6,20130521
420010301023000,26,6,15,5,8,10,8,2,1,0,1,4,1,2,2,0,0,0,1,0,0,0,5,1,3,2,1,23,0,0,2,1,0,25,1,3,6,4,7,10,16,20130521
420010301023001,15,3,10,2,2,5,8,0,0,0,2,2,0,3,1,1,1,0,1,0,0,2,1,0,1,0,0,15,0,0,0,0,0,15,0,1,4,1,6,10,5,20130521
420010301023002,3,0,3,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,3,0,0,2,0,1,1,2,20130521
420010301023004,6,1,4,1,1,3,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,6,0,0,0,0,0,6,0,0,3,2,0,5,1,20130521
420010301023005,6,1,4,1,0,3,3,0,0,0,0,2,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,2,0,3,6,0,20130521
420010301023006,4,1,2,1,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,4,0,1,1,1,0,3,1,20130521
420010301023007,3,0,2,1,1,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,2,1,20130521
420010301023008,5,0,3,2,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,5,0,0,0,0,0,5,0,0,1,1,3,1,4,20130521
420010301023009,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,2,0,0,0,2,0,0,2,20130521
420010301023010,13,4,8,1,5,4,4,0,0,0,1,3,0,2,0,0,0,0,1,0,0,2,0,1,1,2,0,13,0,0,0,0,0,13,0,1,3,2,3,7,6,20130521
420010301023011,7,3,4,0,2,3,2,0,0,0,0,2,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,7,0,0,0,0,0,6,1,1,2,1,0,4,3,20130521
420010301023012,2,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,1,20130521
420010301023014,4,1,3,0,1,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,4,0,0,2,1,0,2,2,20130521
420010301023015,6,1,5,0,2,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,6,0,0,0,0,0,6,0,2,1,1,1,3,3,20130521
420010301023016,15,6,9,0,6,6,3,0,1,0,2,4,0,2,1,0,2,0,0,0,0,2,1,0,0,0,0,13,2,0,0,0,0,12,3,3,3,2,1,8,7,20130521
420010301023017,9,2,6,1,2,5,2,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,9,0,0,0,0,0,8,1,0,2,3,2,3,6,20130521
420010301023018,12,0,9,3,3,5,4,0,0,0,0,5,0,1,1,0,0,0,0,0,0,2,1,0,1,1,0,12,0,0,0,0,0,12,0,0,5,6,1,7,5,20130521
420010301023019,12,4,7,1,4,6,2,0,0,0,2,3,1,1,0,0,1,0,0,0,0,2,0,0,2,0,0,9,0,1,0,0,2,12,0,2,4,2,0,5,7,20130521
420010301023020,3,0,3,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,3,0,0,1,2,0,1,2,20130521
420010301023021,3,0,2,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,3,0,0,1,1,1,3,0,20130521
420010301023022,2,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,2,0,20130521
420010301023023,6,2,3,1,3,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,6,0,0,0,0,0,6,0,0,2,1,1,1,5,20130521
420010301023024,3,0,1,2,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,3,0,0,3,0,0,2,1,20130521
420010301023025,13,2,5,6,5,4,4,0,0,0,1,4,1,1,0,0,0,0,0,0,0,1,1,0,1,3,0,13,0,0,0,0,0,13,0,1,5,3,2,10,3,20130521
420010301023026,19,2,13,4,4,8,7,0,0,0,1,6,1,1,1,0,0,0,0,0,0,3,4,0,1,1,0,19,0,0,0,0,0,17,2,5,4,6,2,10,9,20130521
420010301023027,23,3,17,3,7,8,8,1,0,0,2,5,0,0,3,0,1,0,0,1,1,3,2,1,1,2,0,23,0,0,0,0,0,23,0,3,9,6,2,12,11,20130521
420010301023028,3,0,2,1,1,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,1,2,20130521
420010301023029,10,1,8,1,3,2,5,1,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,10,0,0,0,0,0,10,0,0,4,4,1,8,2,20130521
420010301023031,21,4,13,4,8,5,8,0,0,0,0,7,1,1,0,0,1,0,0,0,0,2,2,0,4,2,1,21,0,0,0,0,0,20,1,3,2,5,7,8,13,20130521
420010301023033,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,20130521
420010301023034,14,2,10,2,4,6,4,0,0,0,2,2,0,2,1,0,1,0,0,0,1,2,1,1,1,0,0,13,0,0,1,0,0,14,0,1,3,4,4,5,9,20130521
420010301023035,3,1,2,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,3,0,0,0,2,0,0,3,20130521
420010301023036,5,1,4,0,1,3,1,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,2,2,0,2,3,20130521
420010301023037,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,20130521
420010301023038,20,5,11,4,8,7,5,0,0,0,1,5,0,3,0,0,0,1,1,1,0,4,0,0,2,2,0,20,0,0,0,0,0,20,0,0,6,7,2,6,14,20130521
420010301023039,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,20130521
420010301023040,5,1,3,1,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,5,0,0,0,0,0,4,1,1,0,2,1,2,3,20130521
420010301023042,8,1,5,2,1,5,2,0,0,0,0,3,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,8,0,0,0,0,0,8,0,0,3,3,1,5,3,20130521
420010301023043,11,3,4,4,1,6,4,0,0,0,2,2,0,4,0,1,0,0,0,0,0,0,1,0,0,1,0,11,0,0,0,0,0,10,1,0,1,5,2,5,6,20130521
420010301023044,2,0,1,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,1,0,2,0,20130521
420010301023045,4,1,3,0,1,2,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,4,0,1,0,1,1,3,1,20130521
420010301023046,6,1,4,1,0,4,2,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,6,0,0,0,0,0,6,0,0,2,2,1,5,1,20130521
420010301023048,20,2,12,6,2,6,12,0,1,0,2,6,0,1,0,2,0,1,0,0,1,4,0,0,1,0,1,20,0,0,0,0,0,19,1,2,8,4,4,12,8,20130521
420010301023049,102,25,55,22,25,39,38,3,0,1,10,17,4,12,2,1,2,0,6,2,5,9,12,0,11,2,3,88,13,0,0,0,1,101,1,6,27,28,16,53,49,20130521
420010301023050,61,21,29,11,15,28,18,2,0,0,4,17,1,6,5,0,1,1,2,0,0,6,5,2,6,2,1,61,0,0,0,0,0,50,11,5,14,13,8,28,33,20130521
420010301023051,30,8,16,6,11,10,9,0,0,1,3,4,1,3,6,0,1,1,2,0,1,1,3,0,2,1,0,30,0,0,0,0,0,30,0,2,6,7,7,13,17,20130521
420010301023054,20,2,16,2,5,4,11,0,0,0,1,5,0,3,1,0,0,0,0,0,0,5,3,1,0,1,0,20,0,0,0,0,0,20,0,0,8,6,4,10,10,20130521
420010301023055,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,2,20130521
420010301023056,3,0,3,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,3,0,0,1,1,1,2,1,20130521
420010301023057,12,4,7,1,3,3,6,0,1,0,0,2,1,1,1,0,0,0,0,0,0,1,2,0,1,1,1,12,0,0,0,0,0,12,0,0,3,4,1,3,9,20130521
420010301023058,69,23,35,11,20,25,24,1,0,1,8,15,1,4,3,0,1,0,2,0,2,9,5,1,11,2,3,68,0,0,1,0,0,61,8,3,16,14,13,38,31,20130521
420010301023059,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,2,20130521
420010301023060,3,0,2,1,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,3,0,0,2,1,0,1,2,20130521
420010301023061,25,5,16,4,4,13,8,1,0,0,1,4,0,3,4,0,1,0,0,1,1,5,2,0,2,0,0,24,0,0,0,0,1,24,1,1,9,6,4,11,14,20130521
420010301023062,8,2,5,1,3,1,4,0,0,0,0,1,0,1,2,0,2,0,1,1,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,2,1,3,5,3,20130521
420010301023063,3,0,3,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,1,1,1,1,2,20130521
420010301023067,7,2,5,0,2,4,1,0,0,0,0,1,1,2,0,0,0,0,0,0,1,0,2,0,0,0,0,7,0,0,0,0,0,7,0,2,1,1,1,3,4,20130521
420010301023068,10,2,6,2,5,3,2,0,0,0,3,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,10,0,0,0,0,0,9,1,1,5,1,1,6,4,20130521
420010301023074,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,20130521
420010302001000,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,20130521
420010302001001,5,2,3,0,0,3,2,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,2,3,1,1,1,0,4,1,20130521
420010302001002,2,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,1,0,2,0,20130521
420010302001003,12,1,6,5,4,3,5,0,0,0,1,3,0,1,0,0,0,0,0,0,0,1,3,0,1,2,0,12,0,0,0,0,0,12,0,1,4,4,2,3,9,20130521
420010302001004,15,2,9,4,5,7,3,0,0,0,1,1,0,0,1,0,1,0,0,0,2,2,5,1,1,0,0,15,0,0,0,0,0,13,2,1,4,3,5,5,10,20130521
420010302001005,11,5,5,1,1,8,2,1,0,0,1,4,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,10,0,0,0,0,1,10,1,0,1,5,0,5,6,20130521
420010302001006,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,20130521
420010302001007,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,20130521
420010302001009,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,20130521
420010302001010,15,3,10,2,6,4,5,0,0,0,1,0,0,1,0,0,1,0,0,0,4,2,3,1,1,1,0,2,13,0,0,0,0,15,0,1,5,2,4,5,10,20130521
420010302001011,3,1,2,0,0,2,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,0,0,2,0,2,1,20130521
420010302001015,4,1,2,1,1,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,4,0,0,1,1,1,4,0,20130521
420010302001016,6,0,4,2,0,3,3,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,6,0,0,1,3,2,1,5,20130521
420010302001018,10,1,6,3,2,3,5,0,0,0,0,3,1,0,0,0,0,0,1,0,0,3,0,0,2,0,0,9,1,0,0,0,0,10,0,0,3,5,1,5,5,20130521
420010302001026,3,0,1,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,3,0,1,0,1,1,1,2,20130521
420010302001027,3,1,2,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,3,0,1,1,0,0,2,1,20130521
420010302001028,16,3,9,4,5,9,2,1,0,1,2,4,1,1,3,0,0,0,0,0,0,1,2,0,0,0,0,13,3,0,0,0,0,12,4,2,3,5,3,9,7,20130521
420010302001030,2,0,2,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,1,0,2,0,20130521
420010302001031,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,20130521
420010302001032,14,2,8,4,6,5,3,0,0,0,0,4,0,2,2,0,0,0,2,0,0,0,2,0,1,0,1,14,0,0,0,0,0,13,1,2,3,1,6,7,7,20130521
420010302001033,8,2,4,2,1,5,2,1,0,0,0,3,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,8,0,0,0,0,0,7,1,0,3,1,2,5,3,20130521
420010302001034,131,41,64,26,36,39,56,0,0,1,6,13,4,24,9,2,3,1,7,3,12,4,17,1,12,5,7,113,4,0,1,0,13,127,4,8,31,23,28,73,58,20130521
420010302001035,263,78,128,57,83,68,112,1,0,3,12,17,20,58,15,3,13,4,20,1,14,11,30,1,21,10,9,257,4,0,1,0,1,259,4,10,61,57,57,141,122,20130521
420010302001036,114,31,63,20,27,41,46,3,1,1,3,10,4,26,6,1,3,1,6,3,10,4,17,0,8,3,4,113,1,0,0,0,0,98,16,9,25,24,25,65,49,20130521
420010302001037,160,58,81,21,52,52,56,5,0,0,5,13,11,29,9,2,5,1,9,4,13,9,16,0,16,6,7,152,6,0,0,0,2,114,46,18,27,35,22,86,74,20130521
420010302001038,124,39,69,16,46,30,48,0,1,0,1,9,9,26,8,1,5,4,9,1,7,6,13,3,14,3,4,118,3,0,0,0,3,110,14,10,19,28,28,62,62,20130521
420010302001039,199,54,104,41,58,56,85,0,0,2,6,9,14,41,10,3,9,4,16,0,12,6,27,6,17,8,9,195,2,0,0,0,2,196,3,12,34,49,50,98,101,20130521
420010302001040,44,11,26,7,7,19,18,0,0,0,1,3,4,7,3,1,2,1,3,1,1,2,7,2,4,0,2,44,0,0,0,0,0,44,0,3,8,13,9,26,18,20130521
420010302001041,316,81,166,69,86,103,127,0,1,2,17,22,25,51,17,10,10,5,22,6,15,13,37,3,32,11,17,307,6,0,1,0,2,313,3,16,76,81,62,189,127,20130521
420010302001042,55,16,29,10,19,17,19,0,0,0,2,8,3,12,6,0,2,0,3,1,2,2,4,2,6,1,1,54,1,0,0,0,0,54,1,3,15,10,11,32,23,20130521
420010302001046,20,9,6,5,6,9,5,0,0,0,0,0,1,7,1,2,1,0,1,0,2,2,1,0,1,1,0,20,0,0,0,0,0,20,0,1,2,6,2,11,9,20130521
420010302001047,20,5,12,3,8,3,9,0,0,1,1,3,1,3,5,1,0,0,0,0,0,2,3,0,0,0,0,20,0,0,0,0,0,20,0,3,9,1,2,12,8,20130521
420010302001048,99,21,63,15,30,32,37,0,0,0,3,15,4,27,5,2,6,2,5,2,4,2,12,1,6,2,1,97,0,0,2,0,0,99,0,6,20,27,25,53,46,20130521
420010302001049,216,69,108,39,61,77,78,2,0,2,8,14,16,48,14,5,3,3,15,6,7,7,24,2,21,9,10,212,2,0,1,0,1,215,1,11,49,53,34,117,99,20130521
420010302001051,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,20130521
420010302001052,15,4,10,1,4,4,7,1,0,0,0,3,0,2,0,0,1,0,0,0,1,1,3,1,0,2,0,11,0,0,4,0,0,14,1,2,2,2,5,10,5,20130521
420010302001053,24,4,14,6,7,13,4,4,0,0,1,5,2,0,1,0,0,0,0,0,4,1,3,0,0,2,1,24,0,0,0,0,0,9,15,5,7,8,0,12,12,20130521
420010302001054,34,11,20,3,13,13,8,2,0,0,2,4,2,4,3,0,0,0,1,0,0,3,3,1,4,4,1,31,0,1,2,0,0,24,10,2,9,6,6,15,19,20130521
420010302001056,15,6,5,4,3,6,6,0,1,0,2,3,0,0,1,0,0,0,2,0,0,0,3,0,2,1,0,11,0,0,4,0,0,12,3,3,2,1,3,9,6,20130521
420010302001057,10,3,6,1,3,3,4,1,0,0,0,4,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,10,0,0,0,0,0,8,2,1,1,4,1,3,7,20130521
420010302001060,43,14,20,9,13,19,11,1,0,0,1,10,0,4,2,1,0,0,0,0,1,4,9,0,5,2,3,40,0,0,0,0,3,32,11,4,7,14,4,17,26,20130521
420010302001062,5,1,2,2,1,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,4,1,0,0,0,0,4,1,0,3,1,0,2,3,20130521
420010302001063,19,4,12,3,6,6,7,1,0,0,1,2,0,1,1,0,1,0,2,0,1,1,2,1,2,2,1,19,0,0,0,0,0,12,7,3,4,3,5,8,11,20130521
420010302001064,8,0,7,1,1,4,3,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,2,0,0,0,1,7,0,0,0,0,1,5,3,1,3,2,2,4,4,20130521
420010302001065,18,6,9,3,3,10,5,1,0,0,3,5,0,2,3,0,0,0,0,0,1,1,1,0,1,0,0,15,0,2,1,0,0,14,4,3,3,3,3,8,10,20130521
420010302001067,15,0,11,4,3,9,3,1,0,0,0,3,0,0,3,0,0,0,0,0,1,1,3,1,2,0,0,14,0,0,0,0,1,10,5,2,6,5,2,8,7,20130521
420010302001068,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,20130521
420010302001071,7,2,5,0,1,4,2,0,0,0,1,3,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,5,2,0,0,0,0,7,0,0,2,2,1,4,3,20130521
420010302001074,4,2,2,0,0,3,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,4,0,0,1,1,0,3,1,20130521
420010302001076,4,2,2,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,4,0,0,0,0,0,4,0,0,1,0,1,2,2,20130521
420010302001077,6,1,4,1,2,2,2,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6,0,0,0,0,0,5,1,1,3,1,0,3,3,20130521
420010302001078,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,20130521
420010302001079,22,4,13,5,10,5,7,2,0,0,0,8,0,0,1,1,0,0,1,1,0,2,2,0,1,1,2,22,0,0,0,0,0,22,0,1,8,8,1,14,8,20130521
420010302001080,5,1,4,0,2,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,4,1,0,0,0,0,5,0,1,1,1,1,4,1,20130521
420010302001081,20,1,16,3,3,6,11,0,0,0,4,8,0,2,0,0,1,0,0,0,0,0,0,1,0,0,4,20,0,0,0,0,0,20,0,0,10,6,3,15,5,20130521
420010302001082,9,1,5,3,2,4,3,0,0,0,1,4,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,9,0,0,0,0,0,9,0,0,4,2,2,5,4,20130521
420010302001083,5,1,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,5,0,0,0,0,0,5,0,2,1,0,1,3,2,20130521
420010302001084,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,20130521
420010302001085,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,2,20130521
420010302001087,31,5,13,13,6,15,10,3,0,0,2,5,3,2,2,0,2,0,0,0,1,2,4,0,2,2,1,30,0,0,0,0,1,30,1,2,15,4,5,14,17,20130521
420010302001088,5,1,2,2,1,4,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,2,2,0,1,4,20130521
420010302001089,27,6,15,6,5,16,6,1,0,0,0,14,1,1,1,0,0,0,1,1,1,0,0,0,3,1,2,27,0,0,0,0,0,22,5,7,7,4,3,18,9,20130521
420010302001090,18,5,12,1,3,11,4,5,0,0,0,3,0,1,2,1,0,0,0,0,1,1,1,1,2,0,0,17,1,0,0,0,0,9,9,2,8,2,1,8,10,20130521
420010302001091,3,0,3,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,3,0,0,2,1,0,1,2,20130521
420010302001092,15,2,9,4,2,9,4,0,0,0,0,3,1,0,1,1,0,0,0,0,2,2,1,0,2,2,0,15,0,0,0,0,0,13,2,2,5,4,2,10,5,20130521
420010302001093,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,20130521
420010302001095,7,1,4,2,4,1,2,0,0,0,0,0,1,0,2,0,0,0,0,1,0,2,0,0,1,0,0,7,0,0,0,0,0,7,0,0,3,1,2,4,3,20130521
420010302001097,6,0,4,2,1,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,6,0,0,0,0,0,6,0,2,2,2,0,3,3,20130521
420010302001098,8,1,5,2,0,5,3,1,0,0,1,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,8,0,0,0,0,0,6,2,0,3,2,2,4,4,20130521
420010302001099,7,2,3,2,3,1,3,1,0,0,0,1,0,1,0,1,0,0,0,0,0,2,0,0,1,0,0,7,0,0,0,0,0,7,0,0,1,1,3,4,3,20130521
420010302001100,13,0,9,4,2,8,3,2,0,0,0,4,1,2,1,0,0,0,0,0,0,0,3,0,0,0,0,13,0,0,0,0,0,9,4,0,8,5,0,10,3,20130521
420010302001101,12,2,7,3,2,8,2,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,12,0,0,0,0,0,4,8,6,3,1,0,8,4,20130521
420010302001103,39,9,25,5,8,19,12,4,0,1,0,12,1,0,2,0,1,0,0,0,4,3,4,1,2,4,0,36,0,0,1,0,2,36,3,8,8,5,9,20,19,20130521
